name,state,postcode,size_kw,accreditation_date,latitude,longitude,aemo_registered,aemo_duid,aemo_registration_type,url
Sun Metals Solar Farm,QLD,4811,151224.9,2018-03-15,-19.334483,146.892656,Yes,SMCSF1,Semi-Scheduled,
ZEUSAPPOLLO SOLAR TC Do,WA,6041,141.6,2019-08-13,-31.351391,115.566091,No,,N/A,
St Michaels College,VIC,3026,199.9,2020-03-05,-37.801556,144.781639,No,,N/A,
Sunny Crumpton,QLD,4610,240.0,2015-11-02,-26.487436,151.823458,No,,N/A,
Sunraysia Solar Farm,NSW,2715,255385.5,2019-10-18,-34.802615,143.491945,Yes,SUNRSF1,Semi-Scheduled,
Aegis Aged Care Shawford,WA,6018,141.5,2016-08-31,-31.898241,115.801584,No,,N/A,
Sunshine Coast Solar Farm,QLD,4561,15000.0,2017-07-19,-26.560968,153.028592,No,,N/A,
Sunshine Plaza,VIC,3020,1044.0,2016-10-13,-37.782457,144.833711,No,,N/A,
Susan River Solar Farm,QLD,4655,95545.0,2018-11-20,-25.420948,152.74185,Yes,SRSF1,Semi-Scheduled,
Suttons Huntingwood,NSW,2148,274.5,2021-02-12,-33.796401,150.887484,No,,N/A,
Eltham,VIC,3095,184.2,2017-09-27,-27.480994,153.043045,No,,N/A,
Griffith,NSW,2680,151.9,2017-12-08,-27.563529,151.940614,No,,N/A,
Holy Spirit Northside,QLD,4032,393.2,2017-10-19,-27.601348,151.953862,No,,N/A,
Mater Clinic,NSW,2065,130.2,2017-08-23,-33.83208,151.201581,No,,N/A,
Mater Hospital,NSW,2060,280.1,2017-10-19,-33.831932,151.201738,No,,N/A,
SVMitchelton,QLD,4053,174.6,2017-07-28,-27.411475,152.972786,No,,N/A,
SVPrivate Brisbane,QLD,4169,170.5,2017-08-21,-27.480994,153.043045,No,,N/A,
SVToowoomba,QLD,4350,260.1,2017-07-14,-27.563529,151.940614,No,,N/A,
SV Lourdes,QLD,4350,263.7,2017-07-17,-27.601348,151.953862,No,,N/A,
Swan Hill Abattoir Solar PV Vic,VIC,3585,1272.7,2019-07-17,-35.344422,143.522462,No,,N/A,
Swan Hill Solar Farm,VIC,3585,19282.7,2018-05-22,-35.3441747,143.5183131,No,,N/A,
Swan Reach Pump Station 1,SA,5353,6308.0,2021-04-08,-34.498442,139.569234,No,,N/A,
Swan Reach Pump Station 2,SA,5353,2740.5,2020-12-07,-34.498442,139.569234,No,,N/A,
Sydney Airport T1 Carpark,NSW,2020,549.8,2018-02-16,-33.934143,151.165129,No,,N/A,
Sydney Markets Flemington Stage 1,NSW,2140,169.0,2014-06-16,-33.859404,151.069822,No,,N/A,
Sydney Markets Flemington Stage 2,NSW,2140,727.0,2017-03-14,-33.859404,151.069822,No,,N/A,
Sydney Markets Flemington Stage 3,NSW,2140,2205.0,2018-04-13,-33.859404,151.069822,No,,N/A,
Sydney Markets Warehouse Z,NSW,2140,124.6,2020-10-07,-33.861892,151.076711,No,,N/A,
Sydney Parcel Facility,NSW,2190,2106.0,2019-09-17,-33.891934,151.053545,No,,N/A,
Sydney Renewable Power Company,NSW,2009,520.0,2016-11-22,-33.873325,151.199142,No,,N/A,
Sydney Theatre Company,NSW,2000,382.0,2015-03-23,-33.855813,151.206046,No,,N/A,
Symbion Acacia Ridge,QLD,4110,269.7,2019-11-07,-27.576524,153.035948,No,,N/A,
Symonston Solar,ACT,2609,144.0,2014-02-18,-35.345734,149.133664,No,,N/A,
Synectix Dandenong South,VIC,3175,304.2,2018-08-01,-38.033492,145.238584,No,,N/A,
Tabulam and Templar Homes for Aged,VIC,3153,199.5,2020-04-23,-37.854783,145.264077,No,,N/A,
Tacca Moorebank,NSW,2170,686.0,2014-04-09,-33.941241,150.921463,No,,N/A,
Tailem Bend Solar Project 1,SA,5260,127237.5,2019-02-13,-35.275667,139.477337,Yes,TBSF1,Semi-Scheduled,""
Tamworth Agricultural Institute Calala,NSW,2340,101.9,2019-07-16,-31.147414,150.983313,No,,N/A,
Tangwood Berrinba,QLD,4117,197.5,2019-09-17,-27.657666,153.078573,No,,N/A,
Tanloden,VIC,3551,275.3,2018-07-30,-36.696054,144.316031,No,,N/A,
Taplin CorporationJetty Road Properties,SA,5045,277.0,2018-04-27,-34.97977,138.520725,No,,N/A,
Taplin CorporationMarden Shopping Centre,SA,5070,244.2,2018-04-27,-34.895697,138.638979,No,,N/A,
Taplin CorporationMawson Lakes Corporation,SA,5095,258.7,2018-04-27,-34.809881,138.615494,No,,N/A,
Taplin CorporationMitcham Shopping Centre,SA,5062,122.4,2018-04-27,-34.9755,138.61025,No,,N/A,
Tarac TechnologiesNuriootpa,SA,5355,302.5,2018-11-27,-34.475737,138.973191,No,,N/A,
Tarbat,QLD,4480,267.3,2020-05-26,-26.561646,143.446179,No,,N/A,
TasFreshMoonah,TAS,7009,407.7,2021-04-12,-42.843865,147.298066,No,,N/A,
Tasfresh Camdale,TAS,7320,135.5,2018-05-17,-41.0405503,145.8473802,No,,N/A,
Tasfresh Launceston,TAS,7250,186.3,2018-10-12,-41.473265,147.1376,No,,N/A,
Tasty TrucksSolar,VIC,3156,159.8,2018-11-23,-37.888826,145.283941,No,,N/A,
Tatiara Seeds Pty Ltd,SA,5268,137.5,2019-06-20,-36.344066,140.766344,No,,N/A,
Tatura Fresh,VIC,3616,404.8,2020-12-23,-36.4109323,145.2567489,No,,N/A,
Temple Bar Solar Power Station,NT,0873,297.6,2020-05-06,-23.80142,133.831978,No,,N/A,
Tennyson Medical Center,SA,5037,270.2,2020-10-26,-34.9486,138.570893,No,,N/A,
BG Waters,WA,6172,140.3,2019-07-15,-33.246708,149.117927,No,,N/A,
The ARC Campbelltown,SA,5074,174.0,2019-10-07,-34.884822,138.65747,No,,N/A,
The Canberra Burns Club,ACT,2902,242.7,2018-05-08,-35.381466,149.0567833,No,,N/A,
The Cathedral College Rockhampton,QLD,4700,498.3,2020-02-07,-23.386982,150.505969,No,,N/A,
The Francis of Assisi Home,QLD,4740,164.3,2019-09-11,-21.154974,149.163444,No,,N/A,
The Kings School,NSW,2151,157.7,2019-11-12,-33.785844,151.025139,No,,N/A,
The Mill Castlemaine,VIC,3450,200.8,2020-04-28,-37.056962,144.214501,No,,N/A,
The Parks RecreationSports Centre,SA,5010,230.8,2019-11-20,-34.858018,138.558831,No,,N/A,
The Pines Elanora,QLD,4221,636.0,2016-06-29,-28.134404,153.468403,No,,N/A,
The Trustee for Kataria Superannuation Fund,VIC,3175,200.0,2020-03-20,-38.028615,145.202066,No,,N/A,
Ti Tree Solar,NT,0872,324.0,2012-11-16,-22.04194,133.385089,No,,N/A,
TIBALDI Centre Road Clayton,VIC,3168,1066.3,2019-05-10,-37.924666,145.133523,No,,N/A,
Tim Ford Solar Toowoomba,QLD,4350,242.0,2013-03-21,-27.521802,151.85013,No,,N/A,
Timberwood Panels,VIC,3061,279.4,2019-09-14,-37.654978,144.945269,No,,N/A,
Tip Top Butchers SolarLaverton North,VIC,3026,202.8,2014-01-21,-37.819853,144.808698,No,,N/A,
Titjikala Maryvale Solar Power Station,NT,0872,409.3,2018-12-05,-24.674867,134.075915,No,,N/A,
LMCC Administrative Centre,SA,5046,178.8,2020-05-25,-35.006345,138.535631,No,,N/A,
EE Glendenning,NSW,2761,149.6,2020-02-10,-37.797558,140.77494,No,,N/A,
Nillumbik,VIC,3088,124.5,2017-12-21,-27.666928,153.076851,No,,N/A,
Q Eastern Creek,NSW,2766,998.4,2020-07-02,-33.783802,150.853304,No,,N/A,
SKP,NSW,2148,297.0,2018-05-25,-32.293279,115.708727,No,,N/A,
MDLZ Suttontown,SA,5291,324.4,2018-12-12,-33.925208,147.206773,No,,N/A,
Aegis Aged Care Carrington,WA,6163,140.2,2016-08-30,-32.0809,115.779225,No,,N/A,
BHG Taree,NSW,2430,252.1,2019-05-14,-27.7968,151.404909,No,,N/A,
Elsum Bayswater North,VIC,3153,314.9,2018-11-15,-36.778684,146.980954,No,,N/A,
Lion Milton,QLD,4064,856.3,2019-07-25,-37.689002,145.108498,No,,N/A,
MDL Scoresby,VIC,3179,528.0,2018-03-02,-27.237235,153.02489,No,,N/A,
Aegis Aged Care Greenfields,WA,6210,139.9,2016-12-21,-27.716763,151.636456,No,,N/A,
Sigma Berrinba,QLD,4117,250.1,2018-11-13,-32.072792,115.790415,No,,N/A,
SRA Queanbeyan Solar,NSW,2620,146.8,2019-02-06,-31.903311,115.86052,No,,N/A,
Aegis Aged Care Parkview,WA,6104,139.9,2016-08-18,-31.938897,115.941756,No,,N/A,
Toll Bungarribee Solar,NSW,2766,400.9,2019-01-21,-33.805105,150.847183,No,,N/A,
Top Cat Installations,VIC,3061,311.6,2018-02-09,-37.65384,144.947042,No,,N/A,
Toronto Swim Centre,NSW,2283,138.7,2020-11-25,-33.008283,151.578634,No,,N/A,
TOST1 Oakdale South Estate,NSW,2175,605.0,2018-05-16,-33.8368886,150.809167,No,,N/A,
CKB Oasis Recreation Centre Solar,WA,6432,137.5,2015-01-16,-30.776639,121.468266,No,,N/A,
Sundance Scarborough,WA,6019,137.3,2018-07-09,-31.897629,115.75971,No,,N/A,
Toukley RSL Club,NSW,2263,161.4,2018-12-21,-33.265134,151.543879,No,,N/A,
Townsville Campus,QLD,4810,131.9,2017-12-22,-19.25789,146.815864,No,,N/A,
Toyota Motor Corporation Australia Altona,VIC,3025,500.0,2015-09-02,-37.834386,144.826363,No,,N/A,
The Queen Elizabeth Hospital ,SA,5011,390.2,2021-04-15,-34.884835,138.532166,No,,N/A,
Traralgon Head Office,VIC,3844,224.9,2020-02-13,-38.200064,146.524478,No,,N/A,
Traralgon WTP,VIC,3844,200.3,2021-01-07,-38.182355,146.510876,No,,N/A,
Trinity College Blakeview Solar,SA,5114,162.0,2019-03-01,-34.689126,138.70188,No,,N/A,
Trinity College Gawler Solar,SA,5116,1006.8,2019-03-07,-34.632777,138.734477,No,,N/A,
Trinity College Gawler River Solar,SA,5117,134.4,2019-03-06,-34.638491,138.646966,No,,N/A,
TripleM Solar PV Qld,QLD,4207,203.4,2019-09-24,-27.747414,153.237763,No,,N/A,
Troy Labs Glendenning,NSW,2761,220.8,2020-02-11,-33.757528,150.849504,No,,N/A,
True Foods Maryborough Solar,VIC,3465,1240.2,2018-10-12,-37.037671,143.754345,No,,N/A,
TT Steel,VIC,3026,500.0,2014-07-25,-37.814106,144.773293,No,,N/A,
Tweed Heads Bowls Club,NSW,2485,425.0,2019-11-26,-28.176695,153.542901,No,,N/A,
Tyrrells Ground Mount SolarPokolbin,NSW,2320,250.0,2015-11-24,-32.774482,151.271846,No,,N/A,
Ultra Plas Springvale,VIC,3171,282.0,2014-07-30,-37.936404,145.141271,No,,N/A,
MRL Sleat Rd Applecross,WA,6153,124.8,2017-10-04,-32.012823,115.845764,No,,N/A,
UniSA City West Campus,SA,5000,279.3,2019-09-24,-34.922724,138.590998,No,,N/A,
UniSA Mawson Lakes Campus,SA,5095,1595.4,2019-10-11,-34.806627,138.61824,No,,N/A,
University of Melbourne Dookie Campus,VIC,3647,168.1,2018-10-05,-36.383904,145.712376,No,,N/A,
University of Melbourne Medical Building 181,VIC,3052,129.9,2018-05-03,-37.799328,144.958895,No,,N/A,
University of Melbourne Performing Arts Centre Southbank,VIC,3006,136.5,2017-10-10,-37.8243,144.968081,No,,N/A,
University of Melbourne Sports Centre Parkville,VIC,3052,160.8,2017-10-10,-37.79622,144.96231,No,,N/A,
University of Melbourne VCA Art PaintingPhotography,VIC,3006,241.2,2018-06-25,-37.8252194,144.967578,No,,N/A,
University of Melbourne VCA FilmTV BLDG 861,VIC,3006,106.8,2018-05-03,-37.825086,144.969684,No,,N/A,
University of Melbourne WEBS,VIC,3052,110.2,2018-12-20,-37.796278,144.958575,No,,N/A,
University of Melbourne Werribee Campus,VIC,3030,402.9,2018-05-17,-37.8892145,144.6932621,No,,N/A,
University of New England Solar Farm,NSW,2350,3256.5,2020-09-08,-30.480045,151.643873,No,,N/A,
University of Queensland Stage 4,QLD,4067,118.0,2012-02-21,-27.497217,153.013758,No,,N/A,http://solar-energy.uq.edu.au/about
University of Queensland Stage 5,QLD,4067,133.6,2012-02-21,-27.497217,153.013758,No,,N/A,http://solar-energy.uq.edu.au/about
University of Queensland Stage 3,QLD,4067,348.3,2012-02-21,-27.497217,153.013758,No,,N/A,
University of Queensland Stage 2,QLD,4067,572.7,2016-06-30,-27.497217,153.013758,No,,N/A,http://solar-energy.uq.edu.au/about
University of Queensland Stage 1,QLD,4067,1200.0,2012-02-21,-27.497217,153.013758,No,,N/A,http://solar-energy.uq.edu.au/about
University of Southern Queensland Ipswich,QLD,4305,196.6,2018-02-16,-27.628862,152.755408,No,,N/A,
University of Southern Queensland Springfield,QLD,4300,205.4,2017-12-12,-27.682313,152.907019,No,,N/A,
University of Southern Queensland Toowoomba,QLD,4350,1596.7,2017-08-28,-27.603779,151.930519,No,,N/A,
University of the Sunshine Coast,QLD,4556,2356.1,2020-07-17,-26.719585,153.06275,No,,N/A,
University of WollongongSBRC,NSW,2500,154.9,2015-03-02,-34.400226,150.899815,No,,N/A,
UNSWTyree Energy Technology Building,NSW,2033,142.0,2013-01-31,-33.917784,151.227042,No,,N/A,https://tfespecialreports.com.au/how-a-6-star-green-building-becomes-its-own-teaching-resource/
UNSW Library,NSW,2033,114.2,2015-05-07,-33.917615,151.233378,No,,N/A,
UNSW Morven Brown,NSW,2033,118.5,2016-07-04,-33.916618,151.232911,No,,N/A,
Uterne Solar Farm Stage 1,NT,0870,969.0,2011-09-05,-23.768604,133.869405,No,,N/A,
Uterne Solar Farm Stage 2,NT,0870,3094.0,2015-08-25,-23.768604,133.869405,No,,N/A,
Utick Somersby,NSW,2250,195.0,2014-02-11,-33.408391,151.293454,No,,N/A,
VN Glass Pty Ltd,NSW,2164,499.6,2021-02-12,-33.844901,150.89097,No,,N/A,
Valley Park Farm,VIC,3660,213.1,2018-05-08,-37.06536831,145.1434288,No,,N/A,
VALLS STYRENE BERRI ,SA,5343,199.2,2019-09-25,-34.276659,140.57826,No,,N/A,
Van Wyk Flowers,VIC,3975,340.9,2018-09-11,-38.072332,145.205651,No,,N/A,
Vawdrey Manufacturing,VIC,3175,752.6,2017-10-20,-38.029239,145.238819,No,,N/A,
Vesuvius Australia Pty Ltd,NSW,2505,132.0,2020-07-07,-34.48,150.912084,No,,N/A,
VF SicilianoSons Woorinen,VIC,3589,297.0,2019-01-25,-35.250558,143.453549,No,,N/A,
CKB Airport,WA,6430,120.1,2017-11-24,-30.787129,121.458423,No,,N/A,
Gympie Central Shopping Centre,QLD,4570,921.3,2019-07-01,-26.198919,152.667895,No,,N/A,
Lake Haven Shopping Centre,NSW,2263,2000.4,2019-07-17,-33.240872,151.503655,No,,N/A,
Taigum Square Shopping Centre,QLD,4018,1130.7,2019-07-01,-27.350103,153.047966,No,,N/A,
Beach Rd Colonnades ,SA,5168,1784.0,2019-03-14,-35.141621,138.496837,No,,N/A,
Beach St Frankston,VIC,3199,1501.9,2019-07-29,-38.143074,145.133135,No,,N/A,
Elizabeth Way Elizabeth Solar Stage 1,SA,5112,2534.9,2019-02-04,-34.718221,138.668687,No,,N/A,
Elizabeth Way Elizabeth Solar Stage 2,SA,5112,3323.1,2019-12-13,-34.718221,138.668687,No,,N/A,
Hanover St Oakleigh,VIC,3166,634.6,2019-04-17,-37.900597,145.090543,No,,N/A,
Millers Road Altona North,VIC,3025,558.5,2019-12-05,-37.82793,144.846902,No,,N/A,
Pascoe Vale Rd Broadmeadows,VIC,3047,2207.5,2019-04-17,-37.679272,144.92174,No,,N/A,
Somerton Road Roxburgh Park,VIC,3064,1431.9,2019-05-03,-37.641331,144.929609,No,,N/A,
Victoria St Richmond,VIC,3121,612.4,2019-08-02,-37.810489,144.999711,No,,N/A,
Vigliaturo Stonefuit Ardmona,VIC,3629,220.2,2021-02-04,-36.41025491,145.2861771,No,,N/A,
Vincent Court Hostel Kempsey,NSW,2440,196.0,2020-10-13,-31.060878,152.826059,No,,N/A,
Vinpac,SA,5353,1001.9,2020-12-07,-34.49761459,139.0281669,No,,N/A,
Visy Board Gepps Cross,SA,5094,1920.6,2019-10-31,-34.840834,138.59823,No,,N/A,
Vulcan Yatala,QLD,4207,196.6,2017-11-29,-27.749144,153.223058,No,,N/A,
WS PLASTICS,NSW,2170,198.0,2016-05-24,-33.936791,150.938458,No,,N/A,
W Ryan Abattoirs Pty Ltd,VIC,3638,174.9,2019-04-11,-36.059002,145.20177,No,,N/A,
WALKERS SAWMILL SOLAR SYSTEM,VIC,3707,258.4,2019-08-08,-36.440603,147.931742,No,,N/A,
Walla Walla Solar Farm,NSW,2659,226.0,2014-05-06,-35.763455,146.901154,No,,N/A,
Wallaroo WWTP Solar,SA,5556,149.8,2019-03-06,-33.937056,137.633049,No,,N/A,
Warilla BowlsRecreation Club,NSW,2528,314.4,2018-05-03,-34.561395,150.864727,No,,N/A,
Waroongah Aged Care,NSW,2076,173.3,2020-03-03,-33.715391,151.107834,No,,N/A,
Warragul WTP,VIC,3820,250.1,2021-03-02,-38.118037,145.930137,No,,N/A,
Warragul WWTP,VIC,3820,199.8,2021-03-02,-38.163297,145.953652,No,,N/A,
Warrnambool WTP Solar,VIC,3280,252.7,2019-02-11,-38.371322,142.496809,No,,N/A,
Warruwi Goulburn Island Solar Power Station,NT,0822,178.9,2019-02-13,-11.654993,133.377978,No,,N/A,
Warwick Solar Farm 1 ,QLD,4370,78172.0,2020-04-24,-28.185189,152.068715,Yes,WARWSF1,Semi-Scheduled,
CBH Geraldton Port,WA,6530,115.0,2018-09-05,-28.777166,114.600366,No,,N/A,
Waverleigh Narromine Solar,NSW,2821,504.9,2019-01-11,-32.224482,148.216221,No,,N/A,
Weipa Solar Farm,QLD,4874,1600.0,2015-05-29,-12.670109,141.869663,No,,N/A,
Wellington Solar Farm,NSW,2820,200020.0,2020-11-14,-32.51163895,148.9425688,Yes,WELLSF1 ,Semi-Scheduled,
Wemen Solar Farm,VIC,3549,109871.4,2018-11-07,-34.802605,142.544136,Yes,WEMENSF1,Semi-Scheduled,""
Wentworth Court,VIC,3074,259.2,2018-11-07,-37.690239,144.988804,No,,N/A,
Werner Engineering,QLD,4740,145.6,2020-04-16,-21.188714,149.161802,No,,N/A,
Meekatharra Solar Power Station Stage 1,WA,6642,110.0,2017-04-06,-26.594917,118.495289,No,,N/A,
West Tamworth League Club,NSW,2340,435.5,2018-04-24,-31.102485,150.917016,No,,N/A,
Western Health Sunshine Hospital,VIC,3021,314.7,2019-09-16,-37.759425,144.816336,No,,N/A,
Western Meat Exporters,QLD,4470,758.0,2018-09-12,-26.410145,146.291405,No,,N/A,
Westfield Marion,SA,5046,647.7,2018-11-12,-35.0161,138.542402,No,,N/A,
Westminster SchoolInnovation Hub,SA,5043,149.3,2021-03-26,-35.002322,138.552804,No,,N/A,
Westmont Aged Care Caravan Shed,VIC,3691,115.2,2019-12-23,-36.172735,146.933154,No,,N/A,
Westpac Banking Corporation Kogarah,NSW,2217,326.8,2018-05-15,-33.9629868,151.1339246,No,,N/A,
Westpac Concord,NSW,2138,1033.2,2019-11-12,-33.849849,151.084767,No,,N/A,
White Industries Dalby,QLD,4405,197.4,2020-05-15,-27.175127,151.250196,No,,N/A,
White Rock Solar Farm,NSW,2370,25172.0,2018-09-20,-29.763417,151.552505,Yes,WRSF1,Non-Scheduled,
White Swan WTP,VIC,3352,388.1,2020-06-25,-37.516686,143.928343,No,,N/A,
WHITE MALLEE POULTRY,SA,5259,229.4,2020-08-20,-35.135717,139.379997,No,,N/A,
Whitemark Power Station,TAS,7255,2000.0,2017-11-01,-40.116502,148.028913,No,,N/A,
Whitsunday Plaza,QLD,4802,306.7,2020-09-11,-20.290462,148.673612,No,,N/A,
Whitsunday Solar Farm,QLD,4804,68889.6,2018-07-11,-20.469406,147.726699,Yes,WHITSF1,Semi-Scheduled,
Whyalla Solar Farm 1,SA,5601,5961.6,2018-06-04,-33.0068753,137.5573439,No,,N/A,
Wickham Farms Killarney,QLD,4373,178.2,2020-05-08,-28.332387,152.29547,No,,N/A,
Williamsdale Solar Farm,ACT,2901,11137.5,2016-12-19,-35.577393,149.12805,No,,N/A,
Willinga ParkHNCD,NSW,2539,504.4,2019-07-11,-35.517728,150.377504,No,,N/A,
Wilpena Pound,SA,5434,100.0,2003-01-16,-31.510935,138.620342,No,,N/A,
WILSON TRANSFORMER Springvale Rd Glen Waverley,VIC,3150,254.6,2019-06-03,-37.886321,145.165893,No,,N/A,
Windsor Ave Port Lincoln,SA,5606,200.6,2018-06-19,-34.7429161,135.853817,No,,N/A,
Winton Solar Farm,VIC,3673,100248.1,2021-02-09,-36.501625,146.114582,Yes,WINTSF1,Semi-Scheduled,
WMBT,NSW,2580,2376.0,2019-06-28,-34.7234,149.754857,No,,N/A,
Wodonga Institute of Tafe,VIC,3690,477.4,2019-11-15,-36.110486,146.855032,No,,N/A,
Wonthaggi Hospital,VIC,3995,444.0,2020-09-08,-38.60902774,145.5804544,No,,N/A,
Woods Grain Goondiwindi,QLD,4390,697.7,2019-05-03,-28.526619,150.287634,No,,N/A,
Woolcock Centre,QLD,4812,295.6,2017-06-28,-19.27061,146.778684,No,,N/A,
Woolworths Bakewell,NT,0832,389.7,2018-06-14,-12.4999285,130.9857086,No,,N/A,
Woolworths Ballina River Street,NSW,2478,203.3,2018-06-14,-28.871391,153.561489,No,,N/A,
Woolworths Bega 1372,NSW,2550,258.7,2018-06-14,-36.6747573,149.8410059,No,,N/A,
Woolworths Bomaderry,NSW,2541,302.2,2021-01-06,-34.844615,150.596038,No,,N/A,
Woolworths Brighton,SA,5048,199.8,2021-01-22,-35.016008,138.522361,No,,N/A,
Woolworths Bulli,NSW,2516,199.9,2018-10-02,-34.336709,150.912843,No,,N/A,
Woolworths Caloundra,QLD,4551,375.9,2021-05-11,-26.804674,153.122636,No,,N/A,
Woolworths Camden,NSW,2570,199.9,2018-10-09,-34.054197,150.693768,No,,N/A,
Woolworths Cameron Park ,NSW,2285,334.7,2021-01-05,-32.915853,151.596922,No,,N/A,
Woolworths Casula,NSW,2170,199.9,2018-10-31,-33.954132,150.896786,No,,N/A,
Woolworths Chermside Marketplace,QLD,4032,267.7,2019-11-04,-27.375821,153.024448,No,,N/A,
Woolworths Christies Beach,SA,5165,219.8,2020-12-10,-35.139727,138.478102,No,,N/A,
Woolworths Coolalinga,NT,0839,297.8,2015-11-10,-12.524919,131.042388,No,,N/A,
Woolworths Cowra Solar,NSW,2794,246.4,2019-01-30,-33.836091,148.691938,No,,N/A,
Woolworths Cumberland Park,SA,5041,244.7,2018-06-14,-34.9682437,138.5876639,No,,N/A,
Woolworths Dakabin,QLD,4503,259.0,2021-01-06,-27.229069,152.990266,No,,N/A,
Woolworths Dickson,ACT,2602,186.5,2021-04-20,-35.250028,149.138655,No,,N/A,
Woolworths Emerton,NSW,2770,239.4,2021-04-30,-33.744043,150.809435,No,,N/A,
Woolworths Glen Innes,NSW,2370,209.4,2018-06-21,-29.7419202,151.7348574,No,,N/A,
Woolworths Granville 1759,NSW,2142,271.0,2020-07-23,-33.841589,151.009384,No,,N/A,
Woolworths Gregory Hills 1331,NSW,2557,314.2,2020-07-23,-34.027108,150.77792,No,,N/A,
Woolworths Griffith North,NSW,2680,229.8,2021-03-05,-34.28536412,146.0433703,No,,N/A,
Woolworths Gympie Southside,QLD,4570,215.6,2019-10-10,-26.199367,152.650319,No,,N/A,
Woolworths Highfields,QLD,4352,278.4,2021-03-09,-27.450229,151.945261,No,,N/A,
Woolworths Inverell,NSW,2360,221.8,2018-09-19,-29.771462,151.112363,No,,N/A,
Woolworths Jerrabomberra 1407,NSW,2619,293.5,2020-12-16,-35.380559,149.201078,No,,N/A,
Woolworths Kadina 5610,SA,5554,191.4,2020-10-06,-33.96420496,137.7148299,No,,N/A,
Woolworths Katherine,NT,0850,309.7,2020-11-12,-14.465738,132.265257,No,,N/A,
Woolworths Kempsey,NSW,2440,357.9,2021-01-08,-31.078317,152.843543,No,,N/A,
Woolworths Lara,VIC,3212,197.1,2018-10-12,-38.022823,144.409079,No,,N/A,
Woolworths Maryborough,QLD,4650,315.6,2018-10-30,-25.536523,152.703021,No,,N/A,
Woolworths Mayfield,NSW,2304,302.7,2018-10-30,-32.900396,151.739196,No,,N/A,
Woolworths MSRDC Dandenong South Solar,VIC,3175,1003.2,2019-01-17,-38.054325,145.227735,No,,N/A,
Woolworths Mt Barker,SA,5251,200.1,2021-01-06,-35.065342,138.857243,No,,N/A,
Woolworths Mt Isa 2539,NSW,4825,199.9,2020-09-15,-20.72807374,139.4921776,No,,N/A,
Woolworths Mudgee 1086,NSW,2850,290.3,2020-12-01,-32.59255622,149.5870084,No,,N/A,
Woolworths Narooma 1274,NSW,2546,184.8,2020-07-29,-36.224112,150.12725,No,,N/A,
Woolworths Northside Plaza,QLD,4701,320.3,2018-06-14,-23.3595,150.524,No,,N/A,
Woolworths Norwest Support Office North Building,NSW,2153,245.8,2020-12-07,-33.736508,150.950885,No,,N/A,
Woolworths Norwest Support Office West Building,NSW,2153,232.2,2020-12-07,-33.736753,150.950735,No,,N/A,
Woolworths Parkes,NSW,2870,299.9,2020-11-23,-33.134055,148.174597,No,,N/A,
Woolworths Parkhurst,QLD,4702,302.7,2021-02-25,-23.304511,150.516031,No,,N/A,
Woolworths Pemulwuy,NSW,2145,297.0,2020-11-26,-33.818448,150.933054,No,,N/A,
Woolworths Port Augusta 5601,SA,5700,199.9,2020-07-23,-32.489967,137.76141,No,,N/A,
Woolworths Prestons Solar,NSW,2170,400.4,2019-03-08,-33.951933,150.855373,No,,N/A,
Woolworths Rosehill,NSW,2142,225.0,2021-04-30,-33.819776,151.020289,No,,N/A,
Woolworths Rutherford,NSW,2320,392.2,2021-01-25,-32.715255,151.526582,No,,N/A,
Woolworths SLDC Erskine Park,NSW,2759,402.6,2018-06-21,-33.8245222,150.781882,No,,N/A,
Woolworths Temora,NSW,2666,291.2,2020-11-03,-34.44382173,147.531301,No,,N/A,
Woolworths Vincent,QLD,4814,215.6,2018-10-02,-19.287109,146.761856,No,,N/A,
Woolworths Virginia,SA,5120,240.1,2020-12-21,-34.66717,138.559759,No,,N/A,
Woolworths Waikerie Solar,SA,5330,197.1,2019-01-30,-34.178485,139.986556,No,,N/A,
Woolworths West Ryde,NSW,2114,264.2,2021-02-18,-33.806735,151.088208,No,,N/A,
Woolworths Woodcroft 5622,SA,5162,199.9,2020-07-23,-35.102785,138.554515,No,,N/A,
Woolworths Young,NSW,2594,120.8,2019-11-04,-34.311251,148.291526,No,,N/A,
Woree Plaza,QLD,4868,182.2,2018-07-09,-16.952227,145.742547,No,,N/A,
Wunghnu Solar Project,VIC,3635,8257.4,2020-12-14,-36.1688202,145.4269495,No,,N/A,
Wurrumiyanga NguiuBathurst Island Solar Power Station,NT,0822,1100.5,2019-02-21,-11.760657,130.633099,No,,N/A,
Wyadra Solar,NSW,2675,211.0,2016-11-23,-33.279054,145.469068,No,,N/A,
Wyndham Civic Centre,VIC,3030,337.4,2018-06-25,-37.8970633,144.669934,No,,N/A,
Yalumba Winery Solar system Angaston,SA,5353,1140.0,2017-03-09,-34.511799,139.052504,No,,N/A,
Yalumba Winery Solar system Oxford Landing,SA,5355,710.0,2017-03-27,-34.445556,139.013242,No,,N/A,
Yarra Valley Water,VIC,3132,324.0,2019-06-19,-37.82419,145.189302,No,,N/A,
Yarram District Health Service,VIC,3971,149.7,2019-05-20,-38.556985,146.678337,No,,N/A,
Yarranlea Solar Farm,QLD,4356,133769.0,2019-11-19,-27.715955,151.564112,Yes,YARANSF1,Semi-Scheduled,
Yatala Labour Prison,SA,5085,173.3,2020-10-05,-34.846872,138.628838,No,,N/A,
